region,customer,total_sales,sales_rank
MAHARASHTRA,NILANGA,1370.00,432
MAHARASHTRA,LANJA,1349.00,433
MAHARASHTRA,DEOLA,1349.00,433
MAHARASHTRA,"PUNE 411004",1338.00,435
MAHARASHTRA,ghodegaon,1338.00,435
MAHARASHTRA,Uran,1332.00,437
MAHARASHTRA,MADANGAD,1332.00,437
MAHARASHTRA,"Nallasopra East mumbi",1331.00,439
MAHARASHTRA,Nagbhid,1326.00,440
MAHARASHTRA,KALYAN-DOMBIVLI,1320.00,441
MAHARASHTRA,"Dombivilli East",1318.00,442
MAHARASHTRA,Shirwal,1312.00,443
MAHARASHTRA,Nanda,1308.00,444
MAHARASHTRA,"Arvi Wardha",1308.00,444
MAHARASHTRA,"Goregaon west, MUMBAI",1303.00,446
MAHARASHTRA,Pune51,1299.00,447
MAHARASHTRA,PAUNI,1293.00,448
MAHARASHTRA,"Mansarovar (Ksmothe)",1293.00,448
MAHARASHTRA,Kedgaon,1284.00,450
MAHARASHTRA,PIMPRI,1282.00,451
MAHARASHTRA,MAUDA,1275.00,452
MAHARASHTRA,"KALYAN w dist thane",1268.00,453
MAHARASHTRA,"Ulwe,NAVI MUMBAI",1262.00,454
MAHARASHTRA,"Pimple Saudagar, Pune",1258.00,455
MAHARASHTRA,Vashi,1250.00,456
MAHARASHTRA,"Nigdi, Pune",1247.00,457
MAHARASHTRA,"Mahim (West), MUMBAI",1247.00,457
MAHARASHTRA,NAGOTHANE,1245.00,459
MAHARASHTRA,RISOD,1227.00,460
MAHARASHTRA,"Kalachowki Mumbai",1224.00,461
MAHARASHTRA,Khanivali,1224.00,461
MAHARASHTRA,"Nilje Dombivli East",1218.00,463
MAHARASHTRA,Mumbra,1214.00,464
MAHARASHTRA,Dombivli(east),1211.00,465
MAHARASHTRA,"Rawet, Pune",1199.00,466
MAHARASHTRA,"EVERSHINE CITY, VASAI (EAST)",1198.00,467
MAHARASHTRA,"Pune 41104",1198.00,467
MAHARASHTRA,"THANE, miraroad east",1198.00,467
MAHARASHTRA,Sangameshwar,1197.00,470
MAHARASHTRA,Vasai(west),1197.00,470
MAHARASHTRA,"IGATPURI ,Nasik district",1196.00,472
MAHARASHTRA,"SUPA MIDC",1194.00,473
MAHARASHTRA,"Mundhawa, PUNE",1187.00,474
MAHARASHTRA,"Seawood east navi Mumbai",1186.00,475
MAHARASHTRA,"Dattapur Dhamangaon",1185.00,476
MAHARASHTRA,"VASAI (E)",1184.00,477
MAHARASHTRA,"Dombivli,kalyan",1168.00,478
MAHARASHTRA,"Ghansoli gaon",1166.00,479
MAHARASHTRA,"Khopoli-pali road.MH06",1163.00,480
MAHARASHTRA,Ambernath,1163.00,480
MAHARASHTRA,KHERDI,1156.00,482
MAHARASHTRA,LONAND,1154.00,483
MAHARASHTRA,MUKTAINAGAR,1148.00,484
MAHARASHTRA,"Bhandup- East",1148.00,484
MAHARASHTRA,WAI,1147.00,486
MAHARASHTRA,"Chembur, MUMBAI",1134.00,487
MAHARASHTRA,"NASHIK. GST NO. 27ALXPD3261A1Z9",1132.00,488
MAHARASHTRA,"Dombivli west, Thane dist",1127.00,489
MAHARASHTRA,"NEWASA-PHATA, TAL-NEWASA, DIST-AHMEDNAGAR",1126.00,490
MAHARASHTRA,"MUMBAI 400023",1126.00,490
MAHARASHTRA,Saoner,1126.00,490
MAHARASHTRA,MOWAD,1122.00,493
MAHARASHTRA,"Ichalkaranji, Kolhapur",1122.00,493
MAHARASHTRA,"MALEGAON Dist Nasik",1122.00,493
MAHARASHTRA,Adyal,1112.00,496
MAHARASHTRA,Saphale,1110.29,497
MAHARASHTRA,BABHALESHWAR,1105.00,498
MAHARASHTRA,"DONDAICHA WARWADE",1103.00,499
MAHARASHTRA,"MALKAPUR MIDC",1102.00,500
MAHARASHTRA,"mulund (east)MUMBAI",1099.00,501
MAHARASHTRA,PUNE-15,1099.00,501
MAHARASHTRA,"Chandur Railway, dist - Amravati",1098.00,503
MAHARASHTRA,MANGRULPIR,1090.00,504
MAHARASHTRA,VAIBHAWADI,1089.00,505
MAHARASHTRA,Dobiwali,1089.00,505
MAHARASHTRA,KHANAPUR,1088.00,507
MAHARASHTRA,AHERI,1082.00,508
MAHARASHTRA,"Tathawade  pune",1077.00,509
MAHARASHTRA,Arvi,1075.00,510
MAHARASHTRA,Devgad,1070.00,511
MAHARASHTRA,PAROLA,1068.00,512
MAHARASHTRA,THANE(W),1067.00,513
MAHARASHTRA,"Vasai Road(West)",1066.00,514
MAHARASHTRA,"Mira Road East THANE",1065.00,515
MAHARASHTRA,"Vashi, Navi Mumbai",1064.00,516
MAHARASHTRA,TALEGAON,1064.00,516
MAHARASHTRA,"Mira bhayandar,Thane",1063.00,518
MAHARASHTRA,"MUSALGAON MIDC",1063.00,518
MAHARASHTRA,"Navi Mumbai,",1056.00,520
MAHARASHTRA,TARAPUR,1053.00,521
MAHARASHTRA,"NERUL, NAVI MUMBAI",1052.00,522
MAHARASHTRA,"VALLABHNAGAR PIMPRI",1050.00,523
MAHARASHTRA,"Mumbai, Powai",1044.00,524
MAHARASHTRA,Kolhar-bhagwatipur,1036.00,525
MAHARASHTRA,"USAR MIDC",1034.00,526
MAHARASHTRA,NERAL,1002.00,527
MAHARASHTRA,"PALGHAR( East)",999.00,528
MAHARASHTRA,"Thakurli East",999.00,528
MAHARASHTRA,"Ulhasnagar 1",999.00,528
MAHARASHTRA,"VILE BHAGAD MIDC",999.00,528
MAHARASHTRA,PATHARDI,999.00,528
MAHARASHTRA,Mahasla,999.00,528
MAHARASHTRA,"KaNdivali est MUMBAI",999.00,528
MAHARASHTRA,"TASAWADE MIDC",999.00,528
MAHARASHTRA,"Bhugaon Mulshi Road",998.00,536
MAHARASHTRA,"Dombivli (w)",998.00,536
MAHARASHTRA,"Thane West, Mumbai",995.00,538
MAHARASHTRA,"AHMED NAGAR",993.00,539
MAHARASHTRA,thana,990.00,540
MAHARASHTRA,JAMNER,990.00,540
MAHARASHTRA,"Nerul (EAST)",989.00,542
MAHARASHTRA,PUNEpune,989.00,542
MAHARASHTRA,"Nalasorapra (E)",988.00,544
MAHARASHTRA,PUNE411002,988.00,544
MAHARASHTRA,"THANE. West",979.00,546
MAHARASHTRA,"Dombivali MIDC, Thane",979.00,546
MAHARASHTRA,AMALNER,977.00,548
MAHARASHTRA,"DAUND Pune",969.00,549
MAHARASHTRA,"Pimpri-Chinchwad,",969.00,549
MAHARASHTRA,"Vishrambhag sangli",969.00,549
MAHARASHTRA,Pimpri-chichwad,969.00,549
MAHARASHTRA,"PHONDAGHAT, kankavli",968.00,553
MAHARASHTRA,NATEPUTE,962.81,554
MAHARASHTRA,Armori,961.86,555
MAHARASHTRA,"Bhayander (E), Thane",956.00,556
MAHARASHTRA,"Bandra East, Mumbai",954.00,557
MAHARASHTRA,"pimple Saudagar,Pune",942.00,558
MAHARASHTRA,"Bandra Kurla Complex, Mumbai",942.00,558
MAHARASHTRA,MURUM,942.00,558
MAHARASHTRA,"Goregaon East, Mumbai -  400097",936.00,561
MAHARASHTRA,DINDORI,933.00,562
MAHARASHTRA,"Goregaon East  Mumbai",918.00,563
MAHARASHTRA,"Pune 412207",917.00,564
MAHARASHTRA,"Kurla West Mumbai",914.00,565
MAHARASHTRA,RAHATA,913.00,566
MAHARASHTRA,"Thane Central",899.00,567
MAHARASHTRA,"Tal-ALIBAG, Dist - Raigad, pin 402201",899.00,567
MAHARASHTRA,"TCPIMPRI CHINCHWAD",897.00,569
MAHARASHTRA,Kaij,894.00,570
MAHARASHTRA,sillod,893.00,571
MAHARASHTRA,"MUMBAI 400063",888.00,572
MAHARASHTRA,AHMADNAGARA,885.00,573
MAHARASHTRA,SINDKHEDA,884.00,574
MAHARASHTRA,"CBD Belapur,Navi Mumbai",884.00,574
MAHARASHTRA,Pune-411028,881.00,576
MAHARASHTRA,"Sahakar Nagar PUNE",870.00,577
MAHARASHTRA,BULDHANA,870.00,577
MAHARASHTRA,"Ambarnath (west)",869.00,579
MAHARASHTRA,"CBD belapur , Navi Mumbai",869.00,579
MAHARASHTRA,"PUNE 411041",867.00,581
MAHARASHTRA,"Andheri east",864.00,582
MAHARASHTRA,"Mahad, raigad",864.00,582
MAHARASHTRA,"Vasai Road",859.00,584
MAHARASHTRA,"Mumbai 400067",859.00,584
MAHARASHTRA,CHANDVAD,857.00,586
MAHARASHTRA,Khaperkheda,852.00,587
MAHARASHTRA,DEGLUR,852.00,587
MAHARASHTRA,Nalasopara,852.00,587
MAHARASHTRA,"kalyan west/ dist thane",852.00,587
MAHARASHTRA,"SHIRUR KASAR",852.00,587
MAHARASHTRA,Ahmedanagar,850.00,592
MAHARASHTRA,KOLHAR,850.00,592
MAHARASHTRA,"THANE(W), thane",845.00,594
MAHARASHTRA,"Manmad, dist- Nasik",841.95,595
MAHARASHTRA,Bordi,838.00,596
MAHARASHTRA,SANGOLE,838.00,596
MAHARASHTRA,"NASHIK 422003",828.00,598
MAHARASHTRA,"RAIGARH, Navi Mumbai",826.00,599
MAHARASHTRA,"THANE(near KALYAN)",825.00,600
MAHARASHTRA,"Taluka-SHAHAPUR , Dist- Thane",825.00,600
MAHARASHTRA,"Vashi Koparkhairane Road, NAVI MUMBAI",825.00,600
MAHARASHTRA,GANGAKHED,824.00,603
MAHARASHTRA,"Magarpatta city , Pune",824.00,603
MAHARASHTRA,"Murbad,Thane",820.00,605
MAHARASHTRA,"CHANDUR AMRAVATI DISTRICT",819.00,606
MAHARASHTRA,"Airoli, Navimumbai",799.00,607
MAHARASHTRA,SHIROL,799.00,607
MAHARASHTRA,"Chembur (East), Mumbai",799.00,607
MAHARASHTRA,"DAHANU West",799.00,607
MAHARASHTRA,"Sanpada,Navi Mumbai",798.00,611
MAHARASHTRA,"Bhayander East",798.00,611
MAHARASHTRA,"Paras,akola",798.00,611
MAHARASHTRA,"Pimpri,Pune",798.00,611
MAHARASHTRA,"Pachwad Tal Wai District Satara",798.00,611
MAHARASHTRA,KHATAV,798.00,611
MAHARASHTRA,"Devgad, Sindhudurg",798.00,611
MAHARASHTRA,"SION , MUMBAI",798.00,611
MAHARASHTRA,Amravati.,798.00,611
MAHARASHTRA,TRIMBAK,798.00,611
MAHARASHTRA,"Chembur , mumbai",798.00,611
MAHARASHTRA,PATODA,798.00,611
MAHARASHTRA,MANWATH,798.00,611
MAHARASHTRA,"Thane mumbai",798.00,611
MAHARASHTRA,Nallasopara(west),798.00,611
MAHARASHTRA,"Ambernath East Dist Thane",798.00,611
MAHARASHTRA,"Airoli Navi Mumbai",794.00,627
MAHARASHTRA,"Goregaon (West), Mumbai",792.00,628
MAHARASHTRA,CHINCHWAD,791.00,629
MAHARASHTRA,"GOREGAON WEST",791.00,629
MAHARASHTRA,AUSA,788.00,631
MAHARASHTRA,PATAN,788.00,631
MAHARASHTRA,"Kausa, Mumbra",788.00,631
MAHARASHTRA,"Dombivli (East), Thane",788.00,631
MAHARASHTRA,"Bavdhan PUNE",788.00,631
MAHARASHTRA,"NERAL east, karjat raigad",788.00,631
MAHARASHTRA,BHIWAPUR,788.00,631
MAHARASHTRA,"Gahunje, Pune",788.00,631
MAHARASHTRA,"Borivali (W), MUMBAI",786.00,639
MAHARASHTRA,VIKRAMGAD,786.00,639
MAHARASHTRA,VADUJ,781.00,641
MAHARASHTRA,"Shikrapur, Pune",777.00,642
MAHARASHTRA,"Chunchale Tal Chopda Dis Jalgaon",776.00,643
MAHARASHTRA,Banda,775.00,644
MAHARASHTRA,"SHIRUR KASAR, bid",771.00,645
MAHARASHTRA,"Uttan, THANE",771.00,645
MAHARASHTRA,Ulhasnagar.Mumbai,771.00,645
MAHARASHTRA,"Wakad,Pune",771.00,645
MAHARASHTRA,"Baner,pune",771.00,645
MAHARASHTRA,"Kalyan East-421306",771.00,645
MAHARASHTRA,"MUMBAI 400066",771.00,645
MAHARASHTRA,"Mira Road.....",771.00,645
MAHARASHTRA,"Satara MIDC",771.00,645
MAHARASHTRA,"Santa Cruz mumbai",764.00,654
MAHARASHTRA,Hingna/Nagpur,761.00,655
MAHARASHTRA,"Borivali East",760.95,656
MAHARASHTRA,SAMUDRAPUR,760.00,657
MAHARASHTRA,ELLORA,760.00,657
MAHARASHTRA,HAVELI,759.00,659
MAHARASHTRA,"BHUSAWAL,",759.00,659
MAHARASHTRA,"Ulwe, NAVI MUMBAI",752.00,661
MAHARASHTRA,NAGPUR.,752.00,661
MAHARASHTRA,"KALYAN (East)",752.00,661
MAHARASHTRA,PUNE-411062,752.00,661
MAHARASHTRA,"Dombivli east Thane",750.00,665
MAHARASHTRA,HAJARMACHI,747.00,666
MAHARASHTRA,PEINT,747.00,666
MAHARASHTRA,"KALYAN (WEST)",744.00,668
MAHARASHTRA,VITA,740.00,669
MAHARASHTRA,BHOKAR,736.00,670
MAHARASHTRA,moshi,735.00,671
MAHARASHTRA,"BUTIBORI MIDC,",735.00,671
MAHARASHTRA,UMARKHED,735.00,671
MAHARASHTRA,"Rahuri factory",735.00,671
MAHARASHTRA,"VIRAR (West)",735.00,671
MAHARASHTRA,"BADLAPUR, Mumbai",735.00,671
MAHARASHTRA,"PUNE 48",735.00,671
MAHARASHTRA,"AMBARNATH (East)",735.00,671
MAHARASHTRA,MURMADI,735.00,671
MAHARASHTRA,"BADLAPUR (W)",735.00,671
MAHARASHTRA,"Tal. Shahapur, Dist. Thane",735.00,671
MAHARASHTRA,"Nagpur city",735.00,671
MAHARASHTRA,"ROHA MIDC",732.00,683
MAHARASHTRA,"Dapodi Pimpri chinchwad pune",729.00,684
MAHARASHTRA,CHANDURBAZAR,729.00,684
MAHARASHTRA,"DOMBIVLI EAST  THANE",729.00,684
MAHARASHTRA,KURKHEDA,729.00,684
MAHARASHTRA,Kuruli,729.00,684
MAHARASHTRA,Bharsingi,729.00,684
MAHARASHTRA,"Bandra West, Mumbai",726.00,690
MAHARASHTRA,"Bhayandar (West)",725.00,691
MAHARASHTRA,"THANE ( Mira Bhayander)",725.00,691
MAHARASHTRA,"THANE bhayanderwest",724.00,693
MAHARASHTRA,"Malkapur Dist: Buldhana",724.00,693
MAHARASHTRA,"Kenwad, Malegaon jahagir",724.00,693
MAHARASHTRA,RAVER,721.00,696
MAHARASHTRA,"Alandi, Pune",721.00,696
MAHARASHTRA,"MUMBAI- 400054",721.00,696
MAHARASHTRA,"MUMBAI (E)",720.00,699
MAHARASHTRA,MUMBAI-400066,718.00,700
MAHARASHTRA,"Mumbai no. 400053",715.00,701
MAHARASHTRA,"Pimpri gav",714.00,702
MAHARASHTRA,"near vighnaharta ganesh mandir",706.00,703
MAHARASHTRA,"Taluka KALYAN District Thane",699.00,704
MAHARASHTRA,"Talegaon dhamdhere bazaarmaidaan",696.00,705
MAHARASHTRA,"ORDNANCE FACTORY BHADRAVATI TOWNSHIP",691.00,706
MAHARASHTRA,"Deccan , Pune",690.00,707
MAHARASHTRA,"Ambernath [e] DISTRICT AMBERNATH",688.00,708
MAHARASHTRA,"Mumbai 400053",688.00,708
MAHARASHTRA,"Dombivli (E) Dist.Thane",688.00,708
MAHARASHTRA,"MUMBAI 40092",685.00,711
MAHARASHTRA,"Dombivali ( East)",685.00,711
MAHARASHTRA,"Pimpri - Chinchwad",680.00,713
MAHARASHTRA,"Vadavali, Naigaon, Vasai",680.00,713
MAHARASHTRA,"Nalasopara,Palghar",678.00,715
MAHARASHTRA,LAVASA,678.00,715
MAHARASHTRA,KHANDALA,671.00,717
MAHARASHTRA,THANE-(W),666.00,718
MAHARASHTRA,Ambegaon,666.00,718
MAHARASHTRA,Kanhan,666.00,718
MAHARASHTRA,"Kasheli, Taluka Bhiwandi, District Thane",666.00,718
MAHARASHTRA,"Kharghar,",665.67,722
MAHARASHTRA,Kalayn,665.00,723
MAHARASHTRA,"Hadapsar, pune",660.00,724
MAHARASHTRA,AMBEPUR,659.00,725
MAHARASHTRA,NEVASA,658.00,726
MAHARASHTRA,Chalsigaon,657.14,727
MAHARASHTRA,"Kalwa THANE",657.14,727
MAHARASHTRA,"Goregaon west, MUMBAI 400062",652.38,729
MAHARASHTRA,"kothrud,pune",649.00,730
MAHARASHTRA,"MULUND EAST, MUMBAI",649.00,730
MAHARASHTRA,"PIMPRI CHINCHWAD, CHICKLI PCNTDA, PUNE",649.00,730
MAHARASHTRA,"CBD Belapur navi mumbai",648.00,733
MAHARASHTRA,Ahmedpur,648.00,733
MAHARASHTRA,"Rethare BK. tal karad dist satara",647.62,735
MAHARASHTRA,"NANDGAONPETH MIDC",646.00,736
MAHARASHTRA,"KHANDALA SATARA",635.00,737
MAHARASHTRA,"Kodoli PANHALA",635.00,737
MAHARASHTRA,"Nigadi pune",635.00,737
MAHARASHTRA,"Rasayani Mohopada",635.00,737
MAHARASHTRA,"Mahad (raigad )",635.00,737
MAHARASHTRA,"Warje, Pune",634.00,742
MAHARASHTRA,"MUMBAI - 400092.",629.00,743
MAHARASHTRA,"Opp Tata motor.ajmera",625.00,744
MAHARASHTRA,Thank,625.00,744
MAHARASHTRA,"Dharangaon dist jalgaon",603.00,746
MAHARASHTRA,malshiras,599.00,747
MAHARASHTRA,"District Raigadh",599.00,747
MAHARASHTRA,"MUMBAI 400049",599.00,747
MAHARASHTRA,"Vasai, Thane",599.00,747
MAHARASHTRA,"Bhandup MUMBAI",599.00,747
MAHARASHTRA,"complex ,andheri west,mumbai",597.00,752
MAHARASHTRA,Bramhapuri,597.00,752
MAHARASHTRA,Karkamb,597.00,752
MAHARASHTRA,PALUS,597.00,752
MAHARASHTRA,"VASAI (west)",596.00,756
MAHARASHTRA,"MUMBAI 400050",589.00,757
MAHARASHTRA,"Mira Road East, Mumbai 401107",588.00,758
MAHARASHTRA,"PUNE 411030",588.00,758
MAHARASHTRA,"THANE - MUMBAI",588.00,758
MAHARASHTRA,"CBD BELAPUR",584.00,761
MAHARASHTRA,"Thane.  Mumbra",582.00,762
MAHARASHTRA,"Borivali East, Mumbai",574.00,763
MAHARASHTRA,Thergoan,570.48,764
MAHARASHTRA,"PIMPRI CHINCHWAD Pune.",569.00,765
MAHARASHTRA,Kalwa,569.00,765
MAHARASHTRA,"Shelar bhiwandi",569.00,765
MAHARASHTRA,"Bhosari,pune",569.00,765
MAHARASHTRA,"Patas , district daund, puna",568.00,769
MAHARASHTRA,Miraroad,565.00,770
MAHARASHTRA,"Bhamragad, GADCHIROLI",563.00,771
MAHARASHTRA,VASAI(W),563.00,771
MAHARASHTRA,"Punawale PIMPRI CHINCHWAD",563.00,771
MAHARASHTRA,MUDKHED,562.86,774
MAHARASHTRA,"Rasayani Panvel",562.00,775
MAHARASHTRA,"Shegaon bk",561.00,776
MAHARASHTRA,"Dombivali East,",560.00,777
MAHARASHTRA,Thane-West,560.00,777
MAHARASHTRA,"kurla east Mumbai",560.00,777
MAHARASHTRA,dhanori-vishrantwadi,551.43,780
MAHARASHTRA,"Vishrambag Sangli",549.00,781
MAHARASHTRA,"Kolhar Bk. Taluka Rahta",546.67,782
MAHARASHTRA,"Malnaka ratnagiri",545.00,783
MAHARASHTRA,REVDANDA,545.00,783
MAHARASHTRA,"Bhayander west",545.00,783
MAHARASHTRA,"Thakurli East,Kalyan",545.00,783
MAHARASHTRA,"Mira Bhayander",545.00,783
MAHARASHTRA,"MUMBAI 400005",545.00,783
MAHARASHTRA,"Pimple Saudagar, Pimpri-Chinchwad",545.00,783
MAHARASHTRA,"Mumbai Mumbai",544.00,790
MAHARASHTRA,"Malwani church, Malad west , Mumbai.",543.00,791
MAHARASHTRA,AMBAD,534.00,792
MAHARASHTRA,Kothrud,533.00,793
MAHARASHTRA,"Mulund, east Mumbai",531.00,794
MAHARASHTRA,"GHANSOLI  NAVI MUMBAI",529.00,795
MAHARASHTRA,"MUMBAI,malad  east",529.00,795
MAHARASHTRA,PAMPALNER,525.00,797
MAHARASHTRA,SURGANA,523.00,798
MAHARASHTRA,Alandi,521.00,799
MAHARASHTRA,"Bhandup east MUMBAI",518.00,800
MAHARASHTRA,"Baif road Wagholi pune",518.00,800
MAHARASHTRA,DEVRUKH,518.00,800
MAHARASHTRA,"PUNE,lohengao",517.00,803
MAHARASHTRA,"Andheri e",517.00,803
MAHARASHTRA,"Lohgaon Pune",517.00,803
MAHARASHTRA,"Mumbai 400064",513.00,806
MAHARASHTRA,"Vaishali Nagar Nagpur",501.00,807
MAHARASHTRA,"District:- Sangli",499.00,808
MAHARASHTRA,"airoli, navi mumbai",499.00,808
MAHARASHTRA,"MUMBAI 40064",499.00,808
MAHARASHTRA,"Fort (Mumbai)",499.00,808
MAHARASHTRA,"AMBARNATH (E)",499.00,808
MAHARASHTRA,"OWE GAON, KHARGHAR, NAVI MUMBAI",496.00,813
MAHARASHTRA,"Pokharan Road 2, Thane (West)",493.00,814
MAHARASHTRA,"MUMBAI, MULUND (W)",493.00,814
MAHARASHTRA,bhugaon,493.00,814
MAHARASHTRA,"PUNE 411060",491.00,817
MAHARASHTRA,NEWASA,487.00,818
MAHARASHTRA,"Nerul East, Navi Mumbai",487.00,818
MAHARASHTRA,T,486.00,820
MAHARASHTRA,"Bajrang Nagar Gali no 9 nagpur",475.00,821
MAHARASHTRA,"Mira Road (East)",475.00,821
MAHARASHTRA,"Shivai Nagar",473.00,823
MAHARASHTRA,"DOMBIVLI - WEST",471.00,824
MAHARASHTRA,"Mhveer society javal chokak",471.00,824
MAHARASHTRA,"Vashi, New Bombay",471.00,824
MAHARASHTRA,"CHINCHWAD Gaon pune",471.00,824
MAHARASHTRA,"Dehu Cantt Civil Township",471.00,824
MAHARASHTRA,"Butibori, Nagpur",471.00,824
MAHARASHTRA,SONPETH,471.00,824
MAHARASHTRA,HATKANANGLE,469.00,831
MAHARASHTRA,ACHALPUR,464.00,832
MAHARASHTRA,"Dombivali west  Tal: KALYAN Dist: Thane",463.81,833
MAHARASHTRA,"Kandivali (W), Mumbai",463.81,833
MAHARASHTRA,"Dist. Ratnagiri. ( mob. no. 9860115770 )",460.00,835
MAHARASHTRA,PARAS,459.00,836
MAHARASHTRA,JAWHAR,459.00,836
MAHARASHTRA,Akot,458.00,838
MAHARASHTRA,"VIRAR w",458.00,838
MAHARASHTRA,"kudal- sindhudurg",457.00,840
MAHARASHTRA,"Vasant vihar, Thane",457.00,840
MAHARASHTRA,"Anushaktinagar, Mumbai",455.00,842
MAHARASHTRA,"Kasegaon tal walwa dist sangli",454.29,843
MAHARASHTRA,"MULUND WEST, MUMBAI",452.00,844
MAHARASHTRA,"BADLAPUR Road",449.00,845
MAHARASHTRA,"Borivali,Mumbai",449.00,845
MAHARASHTRA,"PUNE yerwada",449.00,845
MAHARASHTRA,"Anjangaon Surji",446.00,848
MAHARASHTRA,"MUMBAI 400098",443.00,849
MAHARASHTRA,AMGAON,437.14,850
MAHARASHTRA,"BHANDARA MIDC",435.00,851
MAHARASHTRA,"Dombivli west 421202",435.00,851
MAHARASHTRA,KURDUWADI,435.00,851
MAHARASHTRA,NANDGAON,435.00,851
MAHARASHTRA,Barabungallow,435.00,851
MAHARASHTRA,DHARNI,435.00,851
MAHARASHTRA,"VASAI west, Palghar district",432.00,857
MAHARASHTRA,PUNE-24,431.43,858
MAHARASHTRA,"VIRAR.  (w)",431.00,859
MAHARASHTRA,Dombiwali,431.00,859
MAHARASHTRA,"SEA WOODS, NAVI MUMBAI",423.00,861
MAHARASHTRA,JAT,423.00,861
MAHARASHTRA,AKKALKUWA,416.00,863
MAHARASHTRA,PAITHAN,416.00,863
MAHARASHTRA,"Dombivali (East), Thane",399.00,865
MAHARASHTRA,"Nashik road",399.00,865
MAHARASHTRA,Pune.,399.00,865
MAHARASHTRA,BADNAPUR,399.00,865
MAHARASHTRA,"mulund west",399.00,865
MAHARASHTRA,kelveroad,399.00,865
MAHARASHTRA,"AKOLE AHMADNAGAR DISTRICT",399.00,865
MAHARASHTRA,"Pimpri Chinchawad",399.00,865
MAHARASHTRA,Kannad,399.00,865
MAHARASHTRA,"MALKAPUR BULDANA DISTRICT",399.00,865
MAHARASHTRA,BHOR,399.00,865
MAHARASHTRA,Thergaon,399.00,865
MAHARASHTRA,"Bhandup (west), Mumbai - 400078",397.00,877
MAHARASHTRA,"MUMBAI 400071",396.00,878
MAHARASHTRA,"Tal -newasa Dist- ahmednagar",387.00,879
MAHARASHTRA,Mumbai's,387.00,879
MAHARASHTRA,Mangon,387.00,879
MAHARASHTRA,"New Panvel, RAIGARH",387.00,879
MAHARASHTRA,"KALYAN DOMBIVLI",382.00,883
MAHARASHTRA,MOHPA,382.00,883
MAHARASHTRA,"Badlapur , Thane",382.00,883
MAHARASHTRA,"Dombiwali (e)",382.00,883
MAHARASHTRA,MUL,382.00,883
MAHARASHTRA,"Borivali West MUMBAI",382.00,883
MAHARASHTRA,"VASAI West (Mumbai)",382.00,883
MAHARASHTRA,"Armori, Dist. Gadchiroli",379.00,890
MAHARASHTRA,PARLI,377.14,891
MAHARASHTRA,RAJURA,376.00,892
MAHARASHTRA,"Thane, diva",376.00,892
MAHARASHTRA,"Borivali West, Mumbai",376.00,892
MAHARASHTRA,"MALAD WEST",376.00,892
MAHARASHTRA,YAWAL,376.00,892
MAHARASHTRA,"VIRAR East.",376.00,892
MAHARASHTRA,"Ravet pune",376.00,892
MAHARASHTRA,"Borivali-west, MUMBAI",373.00,899
MAHARASHTRA,"AWALPUR, dist Chandrapur",368.57,900
MAHARASHTRA,"VASAI VIRAR virar west",364.00,901
MAHARASHTRA,AKLUJ,360.95,902
MAHARASHTRA,KANDHAR,359.00,903
MAHARASHTRA,"Thane, Mumbai",353.00,904
MAHARASHTRA,"NS Rd 10, JVPDS, Vile Parle (W) Mumbai",348.00,905
MAHARASHTRA,"KARANJA (laad)",346.00,906
MAHARASHTRA,"Borivali west, Munbai",345.00,907
MAHARASHTRA,"PUNE, 51",345.00,907
MAHARASHTRA,RUKADI,345.00,907
MAHARASHTRA,"Chaul,katkar Ali,Alibag,Raigad",345.00,907
MAHARASHTRA,"NIMBHORE BUDRUK",345.00,907
MAHARASHTRA,NALLA-SOPARA,345.00,907
MAHARASHTRA,Koperkhairane,335.00,913
MAHARASHTRA,"Mumbai,",330.00,914
MAHARASHTRA,"Titwala ( East)",329.00,915
MAHARASHTRA,"Bhugaon, Pune",325.00,916
MAHARASHTRA,Titwala,319.05,917
MAHARASHTRA,"Kalewadi, PIMPRI CHINCHWAD, Pune",318.00,918
MAHARASHTRA,GANPATIPULE,315.00,919
MAHARASHTRA,"chinchwad Pune",308.00,920
MAHARASHTRA,"mumbai-400 062",301.00,921
MAHARASHTRA,Ulhasnager,301.00,921
MAHARASHTRA,"Dombivali East, Kalyan district",301.00,921
MAHARASHTRA,"VASAI ( w)",301.00,921
MAHARASHTRA,"Ambernath West",301.00,921
MAHARASHTRA,Dombivalli,293.00,926
MAHARASHTRA,MURTAJAPUR,292.00,927
MAHARASHTRA,"MAHAD MIDC",283.00,928
MAHARASHTRA,"DOMBIVLI EAST, THANE",0.00,929
MAHARASHTRA,Mukhed,0.00,929
MAHARASHTRA,"SHIRUR ANANTPAL",0.00,929
MAHARASHTRA,Diva,0.00,929
MAHARASHTRA,DODAMARG,0.00,929
MAHARASHTRA,"akurdi, pune-35",0.00,929
MAHARASHTRA,WANI,0.00,929
MAHARASHTRA,NAVAPUR,0.00,929
MAHARASHTRA,"Koliwali KALYAN west",0.00,929
MAHARASHTRA,"ASHTI WARDHA DISTRICT",0.00,929
MAHARASHTRA,"PUNE 411038",0.00,929
MAHARASHTRA,"PAVNAR , WARDHA",0.00,929
MAHARASHTRA,WARTHI,0.00,929
MAHARASHTRA,"Chinchwad ,Pune",0.00,929
MAHARASHTRA,"Bhandara road",0.00,929
MAHARASHTRA,BHADGAON,0.00,929
MAHARASHTRA,"Mira rd",0.00,929
MAHARASHTRA,Kenjal,0.00,929
